job_id,booth_no,company,industry,recruit_type,job_title,job_family,headcount,work_area,employment_type,work_day,work_hour,work_schedule,pay_text,pay_monthly_min,required_license,preferred_license,required_exp_years,experience_note,physical_load,education,gender_note,age_note,job_description,qualification_note,preference_note,work_condition,homepage,etc_note,status
47-1,C09,㈜시니어앤파트너즈,운송·물류·제조,인력채용,"정수기, 커피머신 등 생활가전 기구설계",운송·물류·제조,1,경기도 화성시/ 서울 강남구 자곡로 172,정규직,주5일,8시간 이상,주5일 / 8시간 이상,"연봉 6,000만- 8,000 만 원",,,,5,경력 5년 이상,,대학·대학교 이상,성별제한 없음,70세 미만 지원가능,"정수기, 커피머신 등 생활가전 해외영업(일본)
금융분야 IT영업/PM(부장-이사급)
급여는 직전 연봉별/직무별 차등 협의 예정","전문대 이상으로 기계공학 등 관련 전공 우대 
 NX, CREO 활용 가능
 
 전문대 이상으로 생활 및 환경가전 일본영업 유경험자
 
 학력: 대졸(4년제) 이상
 경력: 관련 경력 20년~30년, 69세(1957년) 이내
 IT 프로젝트 PM 수행(제안서 작성 및 PT) 경험 보유자
 LG-CNS와 우호적인 관계 보유자
 금융 분야 파이프라인 보유자 
 영어 또는 일본어 가능자","정수기, 냉온수기, 제빙기, 커피머신 기구설계 유경험자
 
 정수기, 냉온수기, 제빙기, 커피머신 생활가전 해외영업(일본) 유경험자
 
 공공기관 프로젝트 수행 경험자
 고객 커뮤니케이션 능력 우수자
 문제해결 능력 및 논리적 사고 보유자 
 일본 주재원 경험자 우대",4대보험 가입,www.seniornpartners.com/,,모집중
48-1,D08,호텔IPARK,조리·돌봄·시설관리,채용정보제공,오크밸리/파크로쉬 조리부 5명,조리·돌봄·시설관리,5,오크밸리 : 강원도 원주시 / 파크로쉬 : 강원도 정선,정규직,주5일,8시간 이상,주5일 / 8시간 이상,"연봉 3,231만원/ 연봉 3,526",,,바리스타;조리기능사;소믈리에,1,경력 1년 이상,,고등학교 이상,성별제한 없음,65세 미만 지원가능,,"조리부
 기초 조리 기술, 식자재 관리 능력, 위생 관리 능력
 메뉴 조리 및 주방 운영 보조 경험
 대량 조리 및 연회 운영 경험이 있는 인력을 선호
 식품위생관리자 자격을 보유하고 있으면 더욱 유리
 과장 (수셰프) 이상은 7년 이상의 경력 및 메뉴 기획, 조리팀 관리 경험
 과장 (수셰프) 이상은 리조트 주방의 운영 경험, 원가 관리 및 메뉴 개발 능력","호텔/관광/외식 관련 전공자
 영어 및 외국어 가능자
 소믈리에, 바리스타, 주류 관련 자격증 소지자 / 조리기능사 자격증 보유 시 우대",4대보험 가입,www.hdc-hotel.com/,,모집중
49-1,C13,코레일테크㈜,운송·물류·제조,채용정보제공,철도시설물 유지보수,운송·물류·제조,0,전국 사업소 및 사업장,계약직,주5일,4-7시간,주5일 / 4-7시간,"월 2,180,000원",2180000,,,,경력무관,,고등학교 이상,성별제한 없음,65세 미만 지원가능,,"학력, 전공, 성별 제한없음(단, 만 18세 미만자 및 정년 초과자 지원 불가)
 
 이 외 사업 분야별 필수자격 상이",해당 없음,4대보험 가입,www.korailtech.com,,모집중
50-1,A02,서울호서직업전문학교,사무·행정·운영지원,채용정보제공,"사무직, 홍보직",사무·행정·운영지원,2,서울시 강서구,파트타임,주3일,1-3시간,주3일 / 1-3시간,"시급 11,000원",,,,10,경력 10년 이상,,대학·대학교 이상,성별제한 없음,연령제한 없음,,"관련자격 취득자
 관련교육 이수자","컴퓨터 활용능력 우수자
 AI 활용능력 우수자",4대보험 미가입,www.shoseo.ac.kr/,,모집중
51-1,B14,㈜대교에듀캠프,교육·서비스·영업,채용정보제공,"㈜대교에듀캠프 트니시니어 전문강사 모집 (신체, 인지발달, 미술, 국악)",교육·서비스·영업,10,"서울 및 수도권 공공기관, 데이케어센터, 요양원 등",프리랜서,주5일,1-3시간,주5일 / 1-3시간,"1타임 당 42,000원",,,,1,경력 1년 이상,,대학·대학교 이상,성별제한 없음,75세 미만 지원가능,,"2종 보통면허 이상 소지자 및 차량 소지자
 국악지도사의 경우 전공자","시니어 업무 관련 경험(돌봄, 요양 등) 1년 이상 경력",4대보험 미가입,www.dkeducamp.co.kr,,모집중
52-1,D28,한국석유관리원,조리·돌봄·시설관리,채용정보제공,미화,조리·돌봄·시설관리,4,"경기도 성남시, 강원 횡성군, 전남광주통합특별시 북구",계약직,주5일,8시간 이상,주5일 / 8시간 이상,"시급 10,320원, 식대(14만원)",,,,,경력무관,,학력무관,성별제한 없음,65세 미만 지원가능,,"채용 예정일 기준 관리원 정년에 도달하지 않는 자
 채용 예정일부터 즉시 업무 종사 가능한 자
 남성 지원자의 경우 병역법 제 76조에서 정한 병역 의무 불이행자에 해당하지 않는 자","취업지원대상자, 장애인, 저소득층, 경력단절여성, 다문화가정, 북한이탈주민",4대보험 가입,www.kpetro.or.kr,,모집중
53-1,C01,마그넷서비스 서울지사,운송·물류·제조,인력채용,카드배송,운송·물류·제조,10,"강남구, 서초구",특수고용직,주5일,4-7시간,주5일 / 4-7시간,"월 1,500,000원 이상",1500000,,,,경력무관,,고등학교 이상,성별제한 없음,75세 미만 지원가능,,특이사항 없음,오토바이 소지자 우대,기타,www.hsservice.co.kr/index.do,,모집중
54-1,D12,든든피플 주식회사,조리·돌봄·시설관리,인력채용,"병원동행 서비스 매니저, 가사관리사",조리·돌봄·시설관리,8,"서울, 경기, 인천 외 수도권 지역",정규직,주6일,8시간 이상,주6일 / 8시간 이상,시급 13000원 이상,,,요양보호사;사회복지사,,경력무관,,학력무관,성별제한 없음,65세 미만 지원가능,,교육 수료 가능한 자,"사회복지사, 요양보호사 자격증 소지자 우대
관련 교육 이수자 우대",4대보험 가입,dendenpeople.com/,,모집중
55-1,C11,㈜지엠케이정보통신,운송·물류·제조,인력채용,R&D 관련 업무,운송·물류·제조,2,서울,계약직,주5일,8시간 이상,주5일 / 8시간 이상,연봉 3500만원 이상,,,,10,경력 10년 이상,,학력무관,성별제한 없음,65세 미만 지원가능,,없음,"전자, 컴퓨터,정보통신,영상처리 등 경력자
사업기획업무 경험자",4대보험 가입,www.gmkinfo.co.kr,,모집중
56-1,B04,㈜낭만극장,교육·서비스·영업,채용정보제공,서비스,교육·서비스·영업,1,서울시 종로구,정규직,주3일,4-7시간,주3일 / 4-7시간,"1,000,000",,,,,경력무관,,고등학교 이상,성별제한 없음,70세 미만 지원가능,,없음,성실히 근무하고 직원들과 소통할 수 있는 자,4대보험 가입,낭만극장.com,,모집중
57-1,D27,토브재가복지센터,조리·돌봄·시설관리,인력채용,"사회복지사, 요양보호사",조리·돌봄·시설관리,5,"서울 송파구 잠실동, 서울 전지역중에 선택",정규직,주5일,8시간 이상,주5일 / 8시간 이상,"월 2,300,000원/시급 13,",2300000,,요양보호사;사회복지사,,경력무관,,학력무관,성별제한 없음,연령제한 없음,,"사회복지사(사회복지사 자격증 소지자,운전면허 소지자, 최근 경력1년이상)
요양보호사(요양보호사 자격증 소지자)","사회복지사 경력 2년이상자
요양보호사 경력 6개월이상자",4대보험 가입,tovcare.co.kr,,모집중
58-1,C16,주식회사 하나에스디,운송·물류·제조,인력채용,치과 치기공물 배송직,운송·물류·제조,10,"서울특별시 동작구 남부순환로 20267, 4층(사당동)",특수고용직,주6일,4-7시간,주6일 / 4-7시간,"월 400,000-700,000원/",,,,,경력무관,,학력무관,성별제한 없음,연령제한 없음,,,"카카오톡 및 지도 어플 활용 능숙자
자차보유자 별도 상담",기타,www.hanasd.kr,,모집중
59-1,B26,한국위드케어협회 주식회사,교육·서비스·영업,인력채용,수도/보일러 배관세척,교육·서비스·영업,10,,특수고용직,주3일,1-3시간,주3일 / 1-3시간,작업건당 가격 상이함(15~30만),,,,,경력무관,,학력무관,성별제한 없음,연령제한 없음,"세부 작업 항목 및 현장 조건에 따라 작업건별 평균 금액은 상이함
수도/배관: 15- 20만원
보일러: 15- 20만원
수도/배관, 보일러: 25-30만원",없음,없음,기타,www.kwithcare.kr,,모집중
60-1,,케어링(주),조리·돌봄·시설관리,인력채용,방문요양,조리·돌봄·시설관리,5,케어링 수도권 지역 방문요양센터,계약직,주5일,1-3시간,주5일 / 1-3시간,"시급: 13,000원",,요양보호사,,,경력무관,,학력무관,성별제한 없음,연령제한 없음,요양보호사,요양보호사 자격증 소지자,없음,기타,caring.co.kr/menu/,,모집중
61-1,,(A+)누리봄 방문간호요양센터,조리·돌봄·시설관리,인력채용,"요양보호사, 사회복지사",조리·돌봄·시설관리,10,서울특별시 중랑구,파트타임,주5일,1-3시간,주5일 / 1-3시간,시급 13100원,,요양보호사,,,경력무관,,학력무관,성별제한 없음,70세 미만 지원가능,,"요양보호사 자격증 소지자(필수)
 
노인학대 및 장애인 학대 관련 범죄경력, 성범죄 경력 등 관계 법령에 따른 결격사유가 없는자","어르신 돌봄에 대한 책임감과 서비스 마인드를 갖춘 분 우대
 장기근무 가능자 우대",4대보험 가입,,,모집중
62-1,D24,주식회사 청연,조리·돌봄·시설관리,인력채용,청소 매니저,조리·돌봄·시설관리,30,서울 및 수도권,프리랜서,주5일,8시간 이상,주5일 / 8시간 이상,"시급 12,300~25.000원",,,,,경력무관,,학력무관,여성만 지원가능,75세 미만 지원가능,시니어 일상케어 매니저,없음,정리수납자격증 소지자는 정리수납 업무 추가 가능,4대보험 미가입,www.chyeon.com/man ager_apply,,모집중
63-1,B06,서울 이모·삼촌 (팀 theOne),교육·서비스·영업,인력채용,전통시장 푸드투어 호스트 (시니어 로컬 크리에이터),교육·서비스·영업,3,서울 마포구 망원시장 일대,계약직,주3일,1-3시간,주3일 / 1-3시간,"시급 15,000원",,,,,경력무관,,학력무관,성별제한 없음,연령제한 없음,,"• 만 60세 이상 서울특별시 거주자 — 학력·경력은 무관하며 별도의 자격증은 필요하지 않습니다.
• 외국인 참가자와 함께 활동하는 것에 거부감이 없고, 주 1~3회 협의된 일정에 맞춰 활동이 가능하신 분
• 시장 안을 2시간 30분가량 걸으며 안내하는 활동이므로, 보행에 무리가 없으신 분
• 활동 전 양성 과정 이수가 필요합니다.","• 자신만의 고유한 강점을 가지신 분
• 오래 다닌 동네 시장이나 단골 가게에 대한 이야기가 있으신 분
• 음식에 얽힌 생활 경험을 즐겁게 들려주실 수 있는 분 (어떤 음식을 언제 누구와 먹었는지, 어떻게 먹어야 맛있는지)
• 처음 만난 사람과 어울리기를 좋아하시는 분
• 기초적인 영어 의사소통이 가능하신 분 (필수 아님 — 통역·보조 인력이 함께합니다)
• 한식·전통음식, 전통공예, 다도, 국악 등 앞으로 자신만의 체험 프로그램으로 만들고 싶은 강점이 있으신 분",기타,seoul-imosamchon.vercel.app,,모집중
64-1,,(강남서초)엔젤스맘,조리·돌봄·시설관리,인력채용,산후도우미,조리·돌봄·시설관리,10,"강남, 서초, 강동, 송파, 동대문, 중랑, 관악 등",프리랜서,주5일,8시간 이상,주5일 / 8시간 이상,월 평균 200만원 이상,2000000,,사회복지사,,경력무관,,학력무관,여성만 지원가능,연령제한 없음,,산후관리사 교육 이수자,"요양보호자격증, 간호 조무사 자격증, 사회복지사 자격증 
신생아 돌봄 경험 있으신분",기타,www.angelsmom.com,,모집중
65-1,B11,주식회사 모어랭귀지스,교육·서비스·영업,채용정보제공,시니어 디지털/ AI/ 디지털 튜터 등 강사 양성 교육 및 파견,교육·서비스·영업,0,서울시 전지역,파견직,주2일,1-3시간,주2일 / 1-3시간,"시급 6-12만원, 보조강사 3-4만",,,,,경력무관,,고등학교 이상,성별제한 없음,65세 미만 지원가능,"시급 기준: 일반 강사 6-12 만원/ 보조 강사 3-4만원
일 8시간 기준: 일반 강사 30만원_협의/ 보조 강사 20만원-협의
월 평균 기준: 강의 일정에 따라 상이","1. 지원 요건을 충족하신 분
 2. 교과 이해도가 높으신 분
 3. 노트북 휴대가 가능하신 분
 4. PC 활용이 가능하신 분
 5. 스마트폰을 평소에 자주 사용하시는 분
 6. 챗GPT를 사용하시고, 대화를 해보신 분
 7. 강사로서의 열정이 있으신 분
 8. 컴퓨터로 메일을 주고 받으실 수 있으신 분","1. 동 기관 및 기타 타 기관의 디지털 리터러시 교육을 수료하신 분
 2. AI를 활용한 콘텐츠 제작이 가능하신 분
 3. PC를 활용하여 강의 교안 작성이 가능하신 분
 4. 타교과의 강사 활동 경험이 있으신 분",기타,,,모집중
66-1,C10,㈜건우솔루션,운송·물류·제조,채용정보제공,"ASPICE, HW개발",운송·물류·제조,2,서울 염창동 본사,계약직,주3일,4-7시간,주3일 / 4-7시간,월 평균 300 만원,3000000,,ASPICE,5,경력 5년 이상,,대학·대학교 이상,성별제한 없음,65세 미만 지원가능,,"관련 교육 이수자
관련 업무 경험자",ASPICE 자격증 소유자,4대보험 가입,geonwoo.com,,모집중
67-1,D09,서울시 아이돌봄광역지원센터,조리·돌봄·시설관리,채용정보제공,아이돌봄사,조리·돌봄·시설관리,250,서울시(관할 지역 내 서비스 이용자 가정),정규직,주3일,1-3시간,주3일 / 1-3시간,"시급 11,120원",,아이돌봄 국가자격증,요양보호사;사회복지사;간호조무사,,경력무관,,학력무관,성별제한 없음,연령제한 없음,"실근무지 : 서울시(관할 지역 내 서비스 이용자 가정)
*25개 자치구의 각 센터 소속으로 활동","아이돌봄사 활동 희망자
아이돌봄사 자격증 소지자 및 아이돌봄사 양성교육과정 수료자","보육교사‧교사‧의료인 등 관련 자격 소지자
간호조무사‧사회복지사‧요양보호사 등 유사자격 소지자",4대보험 가입,buly.kr/90dhThP,,모집중
68-1,,한국앙코르커리어,사무·행정·운영지원,채용정보제공,평가/심사/자문위원,사무·행정·운영지원,0,전국,프리랜서,주1일,4-7시간,주1일 / 4-7시간,"시급 70,0000원",,,,10,경력 10년 이상,,"대학·대학교 이상, 대학원 이상",성별제한 없음,연령제한 없음,,"박사, 석사 혹은 학사 관련 학위 소지자로 각각 3년, 7년 또는 10년 이상 경과한 자
전임강사 이상의 교수 또는 관리자급(책임연구원 등) 전문분야 관련 업무 수행자","전현직 공무원, 공공기관, 출연연 근무
 민간기업 부서장급 이상",4대보험 미가입,www.wewanto.com,,모집중
69-1,D25,주식회사 케어닥,조리·돌봄·시설관리,인력채용,요양보호사 및 개인 간병 케어코디(간병사),조리·돌봄·시설관리,30,서울,정규직,주5일,8시간 이상,주5일 / 8시간 이상,월 170-250만/월150-400만,,,요양보호사,,경력무관,,고등학교 이상,성별제한 없음,65세 미만 지원가능,"직무별 보수 상이
요양보호사: 월 170-250만원(일 6-9시간 근무시)/ 시급 13,000원
간병사: 월 150-400만원(일 24시간 1:1 간병)/ 일급 13-15만원",공동 및 개인간병 유경험자,"적극적인 태도
 요양보호사 자격증 소지 및 시니어 관련 교육 이수자",4대보험 가입,https://caredoc.kr/,,모집중
70-1,D23,참사랑씨앤이(참사랑어머니회),조리·돌봄·시설관리,인력채용,"산후관리사, 가사관리사",조리·돌봄·시설관리,10,"서울(서초구,강남구,송파구,구로구,금천구,마포구 등)",계약직,주5일,8시간 이상,주5일 / 8시간 이상,월 220만원 / 시급 16000원,2200000,,산후관리사,,경력무관,,학력무관,여성만 지원가능,연령제한 없음,"산후관리사 - 월 220만원
가사관리사 - 시급 16,000원","산후관리사 : 보건복지부 산후관리사 교육 이수자
 
 가사관리사 : 자격없음","산후관리사 : 유관업무 경력자우대
 
 가사관리사 : 유관업무 경력자우대",4대보험 가입,charmlove.co.kr,,모집중
71-1,,나누리사회적협동조합,조리·돌봄·시설관리,인력채용,가사관리사,조리·돌봄·시설관리,10,서울시 전지역,계약직,주3일,1-3시간,주3일 / 1-3시간,"시급 17,000원 ~19,000원",,,,,경력무관,,학력무관,여성만 지원가능,연령제한 없음,,없음,없음,4대보험 가입,www.nanuricoop.org,,모집중
72-1,C14,(유한)편안한이동,운송·물류·제조,인력채용,택시 드라이버,운송·물류·제조,30,서울 전역 7개 차고지 운영으로 출퇴근 가능한 근무지,정규직,주6일,8시간 이상,주6일 / 8시간 이상,250~280+α 만원,,,,,경력무관,,학력무관,성별제한 없음,연령제한 없음,,"2종 보통이상 운전면허 소지자
택시 운수종사자 자격 취득에 결격 사유가 없는자","동종업계 경력 우대 
복지카드 소지자 우대",4대보험 가입,www.tadatada.com/,,모집중
73-1,B15,(재)서울현대교육재단,교육·서비스·영업,채용정보제공,"행정, 교강사",교육·서비스·영업,3,서울 영등포구 양평로12길 13,정규직,주5일,8시간 이상,주5일 / 8시간 이상,회사 내규에 따름,,,평생교육사,,경력무관,,학력무관,성별제한 없음,연령제한 없음,,"관련 전공자
관련 경력자","평생교육사 자격증 소지자
훈련면허 소지자",4대보험 가입,hyundaiedu.kr,,모집중
74-1,B07,대한모금가협회 주식회사,교육·서비스·영업,인력채용,현장모금활동가,교육·서비스·영업,0,서울 및 수도권 (희망지역),프리랜서,주5일,4-7시간,주5일 / 4-7시간,월 평균 200~300만원,2000000,,,,경력무관,,학력무관,성별제한 없음,연령제한 없음,"계 약 직: 일 6시간 근무 / 시급: 최저시급 기준+인센티브 / 월 평균 200~300만원 등
프리랜서: 자율 근무 / 100% 인센티브제 / 월 평균 200~300만원 등",원활한 의사소통이 가능한 자,"OA(한글, 엑셀, 인터넷 활용) 가능자
사회공헌, 자원봉사, NGO·NPO 활동 경험자
상담, 고객응대, 영업 및 서비스 직무 경험자
 평생교육, 사회복지, 교육 관련 경력 보유자
 현장모금전문가 교육과정 수료자
 시니어 사회공헌 활동 경험자",기타,www.대한모금가협회.kr/,,모집중
75-1,C05,㈜지에스리테일,운송·물류·제조,인력채용,우리동네 딜리버리 도보배달원,운송·물류·제조,100,주거지 인근,특수고용직,주3일,1-3시간,주3일 / 1-3시간,"건당 지급, 2000 ~ 4000원",,,,,경력무관,,학력무관,성별제한 없음,연령제한 없음,,"스마트폰 활용 가능자
 도보 활동 가능자",스마트폰 활용 가능자,기타,www.gsretail.com/gsretail/ko/company,,모집중
76-1,B13,주식회사 상상우리,교육·서비스·영업,인력채용,AI 강사,교육·서비스·영업,1,"서울 디지털동행플라자(강동, 동대문, 도봉) 센터",계약직,주3일,1-3시간,주3일 / 1-3시간,"최대 761,040원(최대 60시간)",,,,,경력무관,,학력무관,성별제한 없음,연령제한 없음,"- 구인인원: 00명
- 구인직무: AI강사
- 구인형태: 계약직(12월31일까지)
- 근무조건: 4대 보험 가입
- 보수: 월 최대 761,040원(최대 60시간 근무시)
- 필요학력: 학력무관
- 필요경력: 경력무관
- 자격요건: 만 60세 이상 참여 가능,
장기요양 수급 및 건강보험(직장가입) 가입자는 참여 불가
- 우대사항: 장애인 복지카드, AI 활용능력 우수자
- 실근무지: 서울 디지털동행플라자(강동, 동대문, 도봉) 센터
- 근무일: 주3일 ~ 주 5일
- 근무시간: 주 15시간, 월60시간 이내
서울 근거리 배송원
- 구인인원: 40명
- 구인직무: 서울 근거리 배송원
- 구인형태: 계약직(12월31일까지)
- 근무조건: 고용보험, 산재보험
- 보수: 10,320원 (추가급여: 배송 건당 2,500원)
- 필요학력: 학력무관
- 필요경력: 경력무관
- 자격요건: 만 60세 이상 참여 가능,
장기요양 수급 및 건강보험(직장가입) 가입자는 참여 불가
- 우대사항: 전기자전거 운행 가능자, 스마트폰 활용 가능자
- 실근무지: 두발히어로 송파센터(거점센터기준 2KM 이내)
- 근무일: 사후협의
- 근무시간: 사후협의","만 60세 이상 참여 가능, 
장기요양 수급 및 건강보험(직장가입) 가입자는 참여 불가","장애인 복지카드 
AI 활용능력 우수자",4대보험 가입,sangsangwoori.com/,,모집중
77-1,B17,㈜이지태스크,교육·서비스·영업,인력채용,사무보조 및 법인고객 영업,교육·서비스·영업,20,"강남구 역삼동(본사), 재택근무",계약직,주5일,1-3시간,주5일 / 1-3시간,"시급 11,000원",,,,,경력무관,,고등학교 이상,성별제한 없음,연령제한 없음,,제한없음,"관련 직무 경력자
컴퓨터관련 자격증 소지자",4대보험 가입,EasyTask.co.kr,,모집중
78-1,B25,제로에너지리모델링협동조합,교육·서비스·영업,채용정보제공,친환경에너지전문가,교육·서비스·영업,0,서울 및 경기도,계약직,주3일,4-7시간,주3일 / 4-7시간,"시급 10,320원 주휴 수당 적용",,,그린홈컨설턴트,,경력무관,,고등학교 이상,성별제한 없음,연령제한 없음,,"관련 교육 이수자 
건축물에너지 및 실내공기질, 건축환경에 관심이 많은 시니어","그린홈컨설턴트 자격증 소지자
건축 및 관련 자격증 소지자",4대보험 가입,zereco.org,,모집중
79-1,B09,협동조합 두플러스,교육·서비스·영업,채용정보제공,시니어 디지털·AI 교육 강사,교육·서비스·영업,10,서울,프리랜서,주5일,1-3시간,주5일 / 1-3시간,통상 시간당 3 ~ 10만원,,,,,경력무관,,학력무관,성별제한 없음,70세 미만 지원가능,,"사람(중장년)을 대상으로 교육하는 일에 관심 있는 분
디지털 기기 활용이 가능한 분
책임감 있게 강의 일정 수행이 가능한 분","디지털 교육 경험자 
시니어 대상 교육 경험자",기타,www.wagrak.com,,모집중
80-1,B20,주식회사 해피에이징,교육·서비스·영업,채용정보제공,HA Master(낙상안전지도사 1급),교육·서비스·영업,2,서울,계약직,주2일,4-7시간,주2일 / 4-7시간,평균 50~100 만원,,,,1,경력 1년 이상,,대학ㆍ대학교 이상,성별제한 없음,70세 미만 지원가능,,관련 교육(낙상안전지도사 양성과정)이수자,"물리치료사, 운동치료사, 작업치료사, 간호사 등",4대보험 가입,www.happy-aging.co.kr,,모집중
81-1,B21,주식회사 데일리비어,교육·서비스·영업,인력채용,"직영매니저, 직영PT",교육·서비스·영업,20,생활맥주 직영점(48개소),정규직,주5일,4-7시간,주5일 / 4-7시간,"시급 ( 10,320 )원",,,,,경력무관,,학력무관,성별제한 없음,연령제한 없음,,"보건증(건강진단결과서) 소지자 또는 취득 가능자
 
서비스 마인드 및 책임감 있는 근무 태도 보유자
근무시간 4-8시간, 시간 협의","외식업 및 매장 근무 경험자
고객 응대 및 서비스 업무 경험자
동종업계 또는 유사업무(판매, 서비스직) 경험자
장기 근무 가능자
간단한 매장 관리 경험자 우대",4대보험 가입,https://dailybeer.co.kr/,,모집중
